Hour,Region,GPU_Used,AI_IT_Power_MW,NonAI_IT_Load_MW,IT_Load_MW,GPU_Utilization,IT_Utilization,Facility_Utilization
2376,RegionA,8.400000000000091,0.6720000000000073,309.804667,310.476667,0.013333333333333478,0.7392301595238095,0.7392301595238095
2377,RegionA,0.0,0.0,365.486667,365.486667,0.0,0.87020635,0.8702063500000001
2378,RegionA,0.0,0.0,386.013333,386.013333,0.0,0.9190793642857142,0.9190793642857144
2379,RegionA,0.0,0.0,393.177333,393.177333,0.0,0.9361365071428571,0.9361365071428571
2380,RegionA,0.0,0.0,376.727333,376.727333,0.0,0.8969698404761904,0.8969698404761904
2381,RegionA,0.0,0.0,374.448667,374.448667,0.0,0.8915444452380953,0.8915444452380953
2382,RegionA,0.0,0.0,376.852,376.852,0.0,0.8972666666666667,0.8972666666666667
2383,RegionA,0.0,0.0,391.778667,391.778667,0.0,0.93280635,0.93280635
2384,RegionA,0.0,0.0,394.555333,394.555333,0.0,0.9394174595238096,0.9394174595238096
2385,RegionA,0.0,0.0,397.473333,397.473333,0.0,0.9463650785714286,0.9463650785714286
2386,RegionA,0.0,0.0,396.824,396.824,0.0,0.9448190476190477,0.9448190476190477
2387,RegionA,31.300000000000182,2.504000000000015,369.585,372.089,0.049682539682539974,0.8859261904761905,0.8859261904761905
2388,RegionA,25.56666666666615,2.0453333333332924,342.459333,344.5046663333333,0.04058201058200976,0.8202492055555555,0.8202492055555555
2389,RegionA,30.350000000002183,2.428000000000175,315.173333,317.6013330000002,0.04817460317460664,0.7561936500000004,0.7561936500000005
2390,RegionA,20.866666666666788,1.669333333333343,303.77,305.4393333333333,0.033121693121693316,0.7272365079365078,0.727236507936508
2391,RegionA,143.3833333333564,18.940000000003675,261.085667,280.0256670000037,0.2275925925926292,0.6667277785714374,0.6667277785714374
2392,RegionA,170.14999999999736,23.706999999999724,246.132333,269.8393329999997,0.27007936507936087,0.6424746023809518,0.6424746023809518
2393,RegionA,172.5666666666666,23.725333333333328,205.558333,229.28366633333334,0.27391534391534383,0.5459134912698413,0.5459134912698413
2394,RegionA,262.9333333333334,38.79466666666667,216.963667,255.75833366666666,0.4173544973544975,0.6089484134920635,0.6089484134920635
2395,RegionA,257.64999999999964,38.37199999999997,224.566,262.938,0.40896825396825337,0.6260428571428571,0.6260428571428571
2396,RegionA,261.7000000000007,38.696000000000055,219.676,258.37200000000007,0.41539682539682654,0.6151714285714287,0.6151714285714288
2397,RegionA,261.59999999999764,38.97299999999975,207.508667,246.48166699999976,0.41523809523809146,0.5868611119047613,0.5868611119047614
2398,RegionA,181.44999999999573,28.08133333333277,260.890667,288.9720003333328,0.28801587301586623,0.6880285722222209,0.688028572222221
2399,RegionA,0.0,0.0,302.28,302.28,0.0,0.7197142857142856,0.7197142857142856
2400,RegionA,0.0,0.0,367.981667,367.981667,0.0,0.8761468261904762,0.8761468261904762
2401,RegionA,0.0,0.0,393.03,393.03,0.0,0.9357857142857142,0.9357857142857143
2402,RegionA,0.0,0.0,395.664,395.664,0.0,0.9420571428571428,0.9420571428571428
2403,RegionA,0.0,0.0,392.285,392.285,0.0,0.9340119047619049,0.934011904761905
2404,RegionA,0.0,0.0,390.553333,390.553333,0.0,0.9298888880952381,0.9298888880952382
2405,RegionA,0.0,0.0,390.19,390.19,0.0,0.9290238095238095,0.9290238095238097
2376,RegionB,13.0,1.04,326.364667,327.404667,0.022222222222222223,0.7985479682926829,0.798547968292683
2377,RegionB,5.58333333333394,0.4466666666667152,352.361333,352.8079996666667,0.009544159544160581,0.8605073162601627,0.8605073162601627
2378,RegionB,0.0,0.0,382.850667,382.850667,0.0,0.9337821146341463,0.9337821146341463
2379,RegionB,6.0,0.48000000000000004,383.332,383.812,0.010256410256410256,0.9361268292682927,0.9361268292682927
2380,RegionB,27.0,2.16,361.266667,363.426667,0.046153846153846156,0.8864065048780488,0.8864065048780488
2381,RegionB,48.19999999999891,3.8559999999999124,353.538667,357.3946669999999,0.08239316239316052,0.8716943097560973,0.8716943097560974
2382,RegionB,59.54999999999973,4.763999999999979,357.084,361.84799999999996,0.10179487179487133,0.8825560975609755,0.8825560975609756
2383,RegionB,73.19999999999936,5.85599999999995,367.330667,373.18666699999994,0.12512820512820405,0.9102113829268291,0.9102113829268292
2384,RegionB,88.95000000000118,7.116000000000096,363.42,370.5360000000001,0.15205128205128407,0.9037463414634149,0.903746341463415
2385,RegionB,85.8833333333323,6.870666666666587,361.14,368.01066666666657,0.14680911680911504,0.8975869918699184,0.8975869918699185
2386,RegionB,88.9666666666667,7.117333333333336,348.609333,355.72666633333336,0.15207977207977214,0.8676260154471546,0.8676260154471546
2387,RegionB,75.03333333333376,6.002666666666702,357.312667,363.3153336666667,0.128262108262109,0.8861349601626016,0.8861349601626017
2388,RegionB,61.58333333333303,4.926666666666643,309.892667,314.81933366666664,0.10527065527065475,0.7678520333333333,0.7678520333333333
2389,RegionB,36.500000000001364,2.920000000000109,312.122667,315.0426670000001,0.062393162393164725,0.768396748780488,0.7683967487804881
2390,RegionB,209.85000000000082,29.708000000000066,283.511333,313.21933300000006,0.3587179487179501,0.763949592682927,0.7639495926829271
2391,RegionB,110.14999999999782,14.235333333333003,267.384667,281.620000333333,0.18829059829059455,0.6868780495934951,0.6868780495934952
2392,RegionB,105.01666666666006,14.900666666665684,246.264,261.1646666666657,0.17951566951565823,0.6369869918699164,0.6369869918699164
2393,RegionB,46.41666666666333,4.471666666666134,186.761333,191.23299966666613,0.07934472934472364,0.46642195040650275,0.46642195040650286
2394,RegionB,239.64999999999782,33.43199999999983,204.92,238.3519999999998,0.40965811965811594,0.5813463414634141,0.5813463414634142
2395,RegionB,310.59999999997945,45.186666666663264,193.223333,238.40999966666325,0.5309401709401358,0.5814878040650323,0.5814878040650324
2396,RegionB,291.5833333333212,41.37433333333172,192.422667,233.7970003333317,0.4984330484330277,0.5702365861788579,0.5702365861788579
2397,RegionB,70.56666666666342,8.77266666666611,240.434667,249.2073336666661,0.12062678062677508,0.607822765040649,0.607822765040649
2398,RegionB,45.0,3.6,273.081,276.68100000000004,0.07692307692307693,0.6748317073170733,0.6748317073170733
2399,RegionB,37.5,3.0000000000000004,283.883333,286.883333,0.0641025641025641,0.6997154463414634,0.6997154463414634
2400,RegionB,16.016666666669607,1.2813333333335688,325.436667,326.7180003333336,0.027378917378922406,0.796873171544716,0.796873171544716
2401,RegionB,0.0,0.0,381.385333,381.385333,0.0,0.9302081292682927,0.9302081292682928
2402,RegionB,0.0,0.0,361.789333,361.789333,0.0,0.8824130073170732,0.8824130073170732
2403,RegionB,0.0,0.0,363.532,363.532,0.0,0.8866634146341463,0.8866634146341464
2404,RegionB,0.0,0.0,364.354667,364.354667,0.0,0.8886699195121951,0.8886699195121952
2405,RegionB,0.0,0.0,376.153333,376.153333,0.0,0.9174471536585366,0.9174471536585366
2376,RegionC,55.0,4.400000000000001,344.690333,349.090333,0.10185185185185185,0.8619514395061728,0.8619514395061727
2377,RegionC,80.65000000000146,6.452000000000119,328.52,334.9720000000001,0.14935185185185454,0.8270913580246916,0.8270913580246916
2378,RegionC,69.3333333333344,5.546666666666752,365.282667,370.82933366666674,0.12839506172839701,0.9156279843621401,0.9156279843621401
2379,RegionC,46.31666666666706,3.7053333333333645,363.225333,366.93066633333336,0.08577160493827234,0.9060016452674898,0.9060016452674897
2380,RegionC,30.53333333333285,2.442666666666628,367.83,370.2726666666666,0.056543209876542315,0.9142534979423868,0.9142534979423868
2381,RegionC,14.66666666666697,1.1733333333333575,365.41,366.58333333333337,0.027160493827161056,0.9051440329218108,0.9051440329218107
2382,RegionC,17.533333333333303,1.4026666666666643,353.62,355.0226666666667,0.03246913580246908,0.8765991769547326,0.8765991769547324
2383,RegionC,7.749999999997726,0.6199999999998181,365.773333,366.3933329999998,0.014351851851847642,0.9046748962962958,0.9046748962962957
2384,RegionC,0.0,0.0,379.268667,379.268667,0.0,0.9364658444444445,0.9364658444444444
2385,RegionC,0.0,0.0,380.261333,380.261333,0.0,0.9389168716049382,0.9389168716049382
2386,RegionC,0.0,0.0,381.109333,381.109333,0.0,0.9410106987654321,0.9410106987654321
2387,RegionC,0.0,0.0,367.186333,367.186333,0.0,0.9066329209876542,0.9066329209876542
2388,RegionC,0.0,0.0,304.750667,304.750667,0.0,0.7524707827160494,0.7524707827160494
2389,RegionC,0.0,0.0,323.67,323.67,0.0,0.7991851851851852,0.7991851851851852
2390,RegionC,0.0,0.0,297.518667,297.518667,0.0,0.7346139925925925,0.7346139925925925
2391,RegionC,0.0,0.0,287.315333,287.315333,0.0,0.709420575308642,0.709420575308642
2392,RegionC,9.100000000001273,0.9100000000001274,251.304667,252.21466700000013,0.01685185185185421,0.6227522641975312,0.6227522641975312
2393,RegionC,49.0,4.9,199.5,204.4,0.09074074074074075,0.5046913580246913,0.5046913580246913
2394,RegionC,51.13333333333139,5.11333333333314,221.473,226.58633333333316,0.09469135802468777,0.5594724279835387,0.5594724279835386
2395,RegionC,29.71666666666988,4.093666666666868,229.516,233.60966666666687,0.05503086419753681,0.5768139917695478,0.5768139917695478
2396,RegionC,9.0,0.72,227.382333,228.102333,0.016666666666666666,0.563215637037037,0.5632156370370369
2397,RegionC,14.0,1.12,275.196667,276.316667,0.025925925925925925,0.682263375308642,0.682263375308642
2398,RegionC,24.0,1.9200000000000002,288.158667,290.078667,0.044444444444444446,0.7162436222222223,0.7162436222222222
2399,RegionC,35.0,2.8000000000000003,316.006667,318.806667,0.06481481481481481,0.7871769555555556,0.7871769555555554
2400,RegionC,35.0,2.8000000000000003,337.659333,340.459333,0.06481481481481481,0.8406403283950618,0.8406403283950618
2401,RegionC,24.383333333332757,1.9506666666666208,357.876,359.8266666666666,0.045154320987653256,0.888460905349794,0.888460905349794
2402,RegionC,13.266666666666424,1.061333333333314,357.1,358.16133333333335,0.024567901234567452,0.8843489711934157,0.8843489711934156
2403,RegionC,6.6833333333324845,0.5346666666665988,357.1,357.63466666666665,0.012376543209874972,0.8830485596707819,0.8830485596707819
2404,RegionC,4.0,0.32,355.5,355.82,0.007407407407407408,0.8785679012345678,0.8785679012345678
2405,RegionC,2.399999999999636,0.1919999999999709,362.527333,362.71933299999995,0.0044444444444437705,0.8956032913580245,0.8956032913580245
2376,RegionD,766.033333333321,114.45833333333141,306.754667,421.21300033333137,0.5204030797101366,0.5850180560185158,0.5850180560185158
2377,RegionD,898.0166666666687,137.50466666666748,329.964667,467.46933366666747,0.6100656702898565,0.649262963425927,0.649262963425927
2378,RegionD,1017.3166666666884,152.29766666666995,348.947333,501.24499966666997,0.6911118659420438,0.6961736106481528,0.6961736106481528
2379,RegionD,1166.0,173.54,373.827,547.367,0.7921195652173914,0.7602319444444444,0.7602319444444443
2380,RegionD,1154.9333333333066,172.83633333332887,401.420667,574.2570003333288,0.7846014492753441,0.7975791671296234,0.7975791671296234
2381,RegionD,1250.766666666651,188.15266666666398,402.656,590.808666666664,0.8497056159420183,0.8205675925925888,0.8205675925925888
2382,RegionD,1239.3500000000063,185.78933333333396,364.554,550.3433333333339,0.8419497282608738,0.7643657407407416,0.7643657407407416
2383,RegionD,1193.8166666666934,183.01466666667042,367.476,550.4906666666704,0.811016757246395,0.7645703703703757,0.7645703703703757
2384,RegionD,1184.1833333333025,185.37733333332858,382.357667,567.7350003333286,0.8044723731883848,0.7885208337962897,0.7885208337962897
2385,RegionD,1085.4666666666744,166.57066666666782,376.262667,542.8333336666678,0.7374094202898603,0.7539351856481498,0.7539351856481498
2386,RegionD,1114.783333333347,167.6053333333355,345.526,513.1313333333355,0.7573256340579803,0.7126824074074105,0.7126824074074104
2387,RegionD,1101.200000000022,164.1510000000032,284.687333,448.8383330000032,0.7480978260869715,0.6233865736111156,0.6233865736111156
2388,RegionD,1087.999999999971,161.69999999999536,288.34,450.0399999999953,0.7391304347825889,0.625055555555549,0.625055555555549
2389,RegionD,946.5333333333529,138.5836666666698,276.742333,415.32599966666976,0.6430253623188539,0.576841666203708,0.576841666203708
2390,RegionD,1049.0666666666739,156.38266666666772,220.578667,376.9613336666677,0.7126811594202948,0.5235574078703719,0.5235574078703719
2391,RegionD,1122.4333333333238,170.79133333333212,163.742667,334.53400033333213,0.7625226449275297,0.4646305560185168,0.4646305560185168
2392,RegionD,1142.5333333333065,178.80533333332906,135.089667,313.89500033332905,0.7761775362318658,0.4359652782407348,0.4359652782407348
2393,RegionD,784.5000000000323,123.66200000000524,162.847333,286.5093330000052,0.5329483695652393,0.3979296291666739,0.3979296291666739
2394,RegionD,834.0,130.76,152.298667,283.058667,0.5665760869565217,0.3931370375,0.3931370375
2395,RegionD,891.2333333333886,139.73066666667555,135.815333,275.5459996666756,0.6054574275362694,0.3827027773148272,0.3827027773148272
2396,RegionD,841.9166666666656,131.66766666666652,149.052333,280.7199996666665,0.571954257246376,0.38988888842592573,0.38988888842592573
2397,RegionD,924.2833333332992,141.37933333332785,170.268333,311.64766633332783,0.6279098731883827,0.4328439810185109,0.4328439810185109
2398,RegionD,988.8833333333273,151.1973333333324,192.122667,343.3200003333324,0.6717957427536191,0.476833333796295,0.476833333796295
2399,RegionD,1066.0,160.50000000000003,238.008667,398.50866700000006,0.7241847826086957,0.5534842597222223,0.5534842597222223
2400,RegionD,1040.7333333333331,157.97333333333333,296.44,454.4133333333333,0.7070199275362318,0.6311296296296296,0.6311296296296296
